id,phase_code,phase_label,cargo_code,cargo_label,trigger_code,trigger_label,context_code,context_label,text,eusotrip_coverage,eusotrip_evidence,uber_freight,cloudtrucks,severity,gap_note
S-01-03-03-C,01,Load posting,03,Flatbed,03,Mechanical breakdown,C,Catalyst-managed,[Load posting] · Flatbed · Mechanical breakdown · Catalyst-managed: a shipper and driver execute the load posting step on a flatbed load while mechanical breakdown unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-03-D,01,Load posting,03,Flatbed,03,Mechanical breakdown,D,Multi-stop / chain,[Load posting] · Flatbed · Mechanical breakdown · Multi-stop / chain: a shipper and driver execute the load posting step on a flatbed load while mechanical breakdown unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-04-A,01,Load posting,03,Flatbed,04,Traffic / road closure,A,Direct shipper→driver,[Load posting] · Flatbed · Traffic / road closure · Direct shipper→driver: a shipper and driver execute the load posting step on a flatbed load while traffic / road closure unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-04-B,01,Load posting,03,Flatbed,04,Traffic / road closure,B,Broker-routed,[Load posting] · Flatbed · Traffic / road closure · Broker-routed: a shipper and driver execute the load posting step on a flatbed load while traffic / road closure unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-04-C,01,Load posting,03,Flatbed,04,Traffic / road closure,C,Catalyst-managed,[Load posting] · Flatbed · Traffic / road closure · Catalyst-managed: a shipper and driver execute the load posting step on a flatbed load while traffic / road closure unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-04-D,01,Load posting,03,Flatbed,04,Traffic / road closure,D,Multi-stop / chain,[Load posting] · Flatbed · Traffic / road closure · Multi-stop / chain: a shipper and driver execute the load posting step on a flatbed load while traffic / road closure unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-05-A,01,Load posting,03,Flatbed,05,Accident / incident,A,Direct shipper→driver,[Load posting] · Flatbed · Accident / incident · Direct shipper→driver: a shipper and driver execute the load posting step on a flatbed load while accident / incident unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-05-B,01,Load posting,03,Flatbed,05,Accident / incident,B,Broker-routed,[Load posting] · Flatbed · Accident / incident · Broker-routed: a shipper and driver execute the load posting step on a flatbed load while accident / incident unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-05-C,01,Load posting,03,Flatbed,05,Accident / incident,C,Catalyst-managed,[Load posting] · Flatbed · Accident / incident · Catalyst-managed: a shipper and driver execute the load posting step on a flatbed load while accident / incident unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-05-D,01,Load posting,03,Flatbed,05,Accident / incident,D,Multi-stop / chain,[Load posting] · Flatbed · Accident / incident · Multi-stop / chain: a shipper and driver execute the load posting step on a flatbed load while accident / incident unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-06-A,01,Load posting,03,Flatbed,06,Customs hold,A,Direct shipper→driver,[Load posting] · Flatbed · Customs hold · Direct shipper→driver: a shipper and driver execute the load posting step on a flatbed load while customs hold unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-06-B,01,Load posting,03,Flatbed,06,Customs hold,B,Broker-routed,[Load posting] · Flatbed · Customs hold · Broker-routed: a shipper and driver execute the load posting step on a flatbed load while customs hold unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-06-C,01,Load posting,03,Flatbed,06,Customs hold,C,Catalyst-managed,[Load posting] · Flatbed · Customs hold · Catalyst-managed: a shipper and driver execute the load posting step on a flatbed load while customs hold unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-06-D,01,Load posting,03,Flatbed,06,Customs hold,D,Multi-stop / chain,[Load posting] · Flatbed · Customs hold · Multi-stop / chain: a shipper and driver execute the load posting step on a flatbed load while customs hold unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-07-A,01,Load posting,03,Flatbed,07,Missed appointment,A,Direct shipper→driver,[Load posting] · Flatbed · Missed appointment · Direct shipper→driver: a shipper and driver execute the load posting step on a flatbed load while missed appointment unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-07-B,01,Load posting,03,Flatbed,07,Missed appointment,B,Broker-routed,[Load posting] · Flatbed · Missed appointment · Broker-routed: a shipper and driver execute the load posting step on a flatbed load while missed appointment unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-07-C,01,Load posting,03,Flatbed,07,Missed appointment,C,Catalyst-managed,[Load posting] · Flatbed · Missed appointment · Catalyst-managed: a shipper and driver execute the load posting step on a flatbed load while missed appointment unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-07-D,01,Load posting,03,Flatbed,07,Missed appointment,D,Multi-stop / chain,[Load posting] · Flatbed · Missed appointment · Multi-stop / chain: a shipper and driver execute the load posting step on a flatbed load while missed appointment unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-08-A,01,Load posting,03,Flatbed,08,Document defect,A,Direct shipper→driver,[Load posting] · Flatbed · Document defect · Direct shipper→driver: a shipper and driver execute the load posting step on a flatbed load while document defect unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-08-B,01,Load posting,03,Flatbed,08,Document defect,B,Broker-routed,[Load posting] · Flatbed · Document defect · Broker-routed: a shipper and driver execute the load posting step on a flatbed load while document defect unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-08-C,01,Load posting,03,Flatbed,08,Document defect,C,Catalyst-managed,[Load posting] · Flatbed · Document defect · Catalyst-managed: a shipper and driver execute the load posting step on a flatbed load while document defect unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-08-D,01,Load posting,03,Flatbed,08,Document defect,D,Multi-stop / chain,[Load posting] · Flatbed · Document defect · Multi-stop / chain: a shipper and driver execute the load posting step on a flatbed load while document defect unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-09-A,01,Load posting,03,Flatbed,09,Route deviation,A,Direct shipper→driver,[Load posting] · Flatbed · Route deviation · Direct shipper→driver: a shipper and driver execute the load posting step on a flatbed load while route deviation unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-09-B,01,Load posting,03,Flatbed,09,Route deviation,B,Broker-routed,[Load posting] · Flatbed · Route deviation · Broker-routed: a shipper and driver execute the load posting step on a flatbed load while route deviation unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-09-C,01,Load posting,03,Flatbed,09,Route deviation,C,Catalyst-managed,[Load posting] · Flatbed · Route deviation · Catalyst-managed: a shipper and driver execute the load posting step on a flatbed load while route deviation unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-09-D,01,Load posting,03,Flatbed,09,Route deviation,D,Multi-stop / chain,[Load posting] · Flatbed · Route deviation · Multi-stop / chain: a shipper and driver execute the load posting step on a flatbed load while route deviation unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-10-A,01,Load posting,03,Flatbed,10,HOS violation risk,A,Direct shipper→driver,[Load posting] · Flatbed · HOS violation risk · Direct shipper→driver: a shipper and driver execute the load posting step on a flatbed load while hos violation risk unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-10-B,01,Load posting,03,Flatbed,10,HOS violation risk,B,Broker-routed,[Load posting] · Flatbed · HOS violation risk · Broker-routed: a shipper and driver execute the load posting step on a flatbed load while hos violation risk unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-10-C,01,Load posting,03,Flatbed,10,HOS violation risk,C,Catalyst-managed,[Load posting] · Flatbed · HOS violation risk · Catalyst-managed: a shipper and driver execute the load posting step on a flatbed load while hos violation risk unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-03-10-D,01,Load posting,03,Flatbed,10,HOS violation risk,D,Multi-stop / chain,[Load posting] · Flatbed · HOS violation risk · Multi-stop / chain: a shipper and driver execute the load posting step on a flatbed load while hos violation risk unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-04-01-A,01,Load posting,04,Tanker — petroleum,01,Happy path,A,Direct shipper→driver,[Load posting] · Tanker — petroleum · Happy path · Direct shipper→driver: a shipper and driver execute the load posting step on a tanker — petroleum load while happy path unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-04-01-B,01,Load posting,04,Tanker — petroleum,01,Happy path,B,Broker-routed,[Load posting] · Tanker — petroleum · Happy path · Broker-routed: a shipper and driver execute the load posting step on a tanker — petroleum load while happy path unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-04-01-C,01,Load posting,04,Tanker — petroleum,01,Happy path,C,Catalyst-managed,[Load posting] · Tanker — petroleum · Happy path · Catalyst-managed: a shipper and driver execute the load posting step on a tanker — petroleum load while happy path unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-04-01-D,01,Load posting,04,Tanker — petroleum,01,Happy path,D,Multi-stop / chain,[Load posting] · Tanker — petroleum · Happy path · Multi-stop / chain: a shipper and driver execute the load posting step on a tanker — petroleum load while happy path unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-04-02-A,01,Load posting,04,Tanker — petroleum,02,Weather delay,A,Direct shipper→driver,[Load posting] · Tanker — petroleum · Weather delay · Direct shipper→driver: a shipper and driver execute the load posting step on a tanker — petroleum load while weather delay unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-04-02-B,01,Load posting,04,Tanker — petroleum,02,Weather delay,B,Broker-routed,[Load posting] · Tanker — petroleum · Weather delay · Broker-routed: a shipper and driver execute the load posting step on a tanker — petroleum load while weather delay unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-01-04-02-C,01,Load posting,04,Tanker — petroleum,02,Weather delay,C,Catalyst-managed,[Load posting] · Tanker — petroleum · Weather delay · Catalyst-managed: a shipper and driver execute the load posting step on a tanker — petroleum load while weather delay unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
